Author;IdInDiva;Type;Year;LevelND
Jonsson, Nina;472011;Artikel i tidskrift;2011;1
Jonsson, Nina;577192;Artikel i tidskrift;2012;1
Jonsson, Nina;781085;Artikel i tidskrift;2014;1
Jonsson, Nina;790678;Artikel, forskningsöversikt;2015;1
Jonsson, Nina;790705;Artikel i tidskrift;2015;1
Jonsson, Nina;800020;Artikel i tidskrift;2015;1
Jonsson, Nina;800027;Artikel i tidskrift;2014;1
Jormfeldt, Johanna;471041;Kapitel i bok, del av antologi;2011;1
Jormfeldt, Johanna;512380;Kapitel i bok, del av antologi;2011;1
Jormfeldt, Johanna;732370;Artikel i tidskrift;2014;0
Jourdain, Elsa;474144;Artikel i tidskrift;2011;1
Jung, Ivar;530323;Kapitel i bok, del av antologi;2012;1
Jusufi, Ilir;437185;Artikel i tidskrift;2012;1
Jusufi, Ilir;437190;Artikel i tidskrift;2011;1
Jusufi, Ilir;441889;Konferensbidrag;2012;1
Jusufi, Ilir;559307;Artikel i tidskrift;2013;1
Jusufi, Ilir;571510;Konferensbidrag;2012;1
Jusufi, Ilir;618551;Konferensbidrag;2013;1
Jusufi, Ilir;619561;Konferensbidrag;2013;1
Jusufi, Ilir;663589;Konferensbidrag;2014;1
Jäderlund, Lovisa;472448;Artikel i tidskrift;2011;1
Järkestig Berggren, Ulrika;651245;Artikel i tidskrift;2011;1
Järkestig Berggren, Ulrika;703345;Artikel i tidskrift;2015;2
Järkestig Berggren, Ulrika;703365;Kapitel i bok, del av antologi;2014;2
Järkestig Berggren, Ulrika;748835;Artikel i tidskrift;2015;2
Järkestig Berggren, Ulrika;765487;Konferensbidrag;2014;0
Järkestig Berggren, Ulrika;902463;Kapitel i bok, del av antologi;2015;0
Jönsson-Ekström, Sofia;710761;Artikel i tidskrift;2015;1
Jönsson, Julia;436365;Artikel i tidskrift;2011;1
Jönsson, Micael;559773;Konferensbidrag;2011;0
Jönsson, Micael;576815;Konferensbidrag;2012;0
Jönsson, Micael;687748;Artikel i tidskrift;2013;1
Jönsson, Micael;687757;Artikel i tidskrift;2013;0
Jönsson, Micael;688244;Konferensbidrag;2013;0
Jönsson, Micael;688248;Konferensbidrag;2013;0
Jönsson, Micael;689891;Konferensbidrag;2013;0
Jönsson, Micael;781274;Artikel i tidskrift;2014;0
Jönsson, Micael;871827;Artikel i tidskrift;2015;1
Kaczala, Fabio;343165;Artikel i tidskrift;2011;2
Kaczala, Fabio;574403;Artikel i tidskrift;2012;1
Kaczala, Fabio;576288;Artikel i tidskrift;2012;1
Kaczala, Fabio;579823;Artikel i tidskrift;2012;1
Kaczala, Fabio;615582;Artikel i tidskrift;2013;1
Kaczala, Fabio;645479;Artikel i tidskrift;2013;1
Kaczala, Fabio;645495;Artikel i tidskrift;2013;1
Kaczala, Fabio;665578;Artikel, forskningsöversikt;2014;1
Kaczala, Fabio;677059;Konferensbidrag;2012;0
Kaczala, Fabio;694713;Artikel, forskningsöversikt;2014;1
Kaczala, Fabio;708245;Artikel i tidskrift;2014;1
Kaczala, Fabio;795886;Artikel i tidskrift;2015;1
Kaczala, Fabio;847405;Artikel i tidskrift;2015;1
Kaczala, Fabio;853503;Artikel i tidskrift;2015;2
Kaczala, Fabio;853616;Artikel i tidskrift;2015;1
Kaczala, Fabio;857435;Artikel i tidskrift;2015;1
Kahlin, Yvonne;620357;Artikel i tidskrift;2011;1
Kajtazi, Miranda;343854;Kapitel i bok, del av antologi;2011;1
Kajtazi, Miranda;345994;Artikel i tidskrift;2011;1
Kajtazi, Miranda;453545;Artikel i tidskrift;2011;1
Kajtazi, Miranda;475251;Artikel i tidskrift;2011;1
Kajtazi, Miranda;621959;Artikel i tidskrift;2011;1
Kajtazi, Miranda;677996;Konferensbidrag;2013;0
Kajtazi, Miranda;677998;Konferensbidrag;2013;0
Kajtazi, Miranda;678000;Kapitel i bok, del av antologi;2012;1
Kajtazi, Miranda;678005;Konferensbidrag;2014;1
Kajtazi, Miranda;788212;Konferensbidrag;2013;0
Kajtazi, Miranda;918018;Konferensbidrag;2015;1
Kalonaityte, Viktorija;452511;Kapitel i bok, del av antologi;2011;0
Kalonaityte, Viktorija;754801;Bok;2014;0
Kalonaityte, Viktorija;754804;Kapitel i bok, del av antologi;2014;0
Kanagarajan, Selvaraju;511125;Artikel i tidskrift;2012;1
Kanagarajan, Selvaraju;544016;Artikel i tidskrift;2012;1
Kanagarajan, Selvaraju;607395;Artikel i tidskrift;2013;2
Kanagarajan, Selvaraju;680890;Artikel i tidskrift;2013;1
Kanagarajan, Selvaraju;680895;Artikel i tidskrift;2014;1
Kans, Mirka;424676;Konferensbidrag;2011;0
Kans, Mirka;424678;Konferensbidrag;2011;0
Kans, Mirka;529813;Artikel i tidskrift;2012;1
Kans, Mirka;529825;Artikel i tidskrift;2012;1
Kans, Mirka;537009;Artikel i tidskrift;2012;1
Kans, Mirka;609009;Artikel i tidskrift;2012;1
Kans, Mirka;609012;Artikel i tidskrift;2012;1
Kans, Mirka;629476;Artikel i tidskrift;2013;1
Kans, Mirka;631129;Konferensbidrag;2013;0
Kans, Mirka;631138;Konferensbidrag;2013;0
Kans, Mirka;632713;Konferensbidrag;2012;0
Kans, Mirka;727699;Konferensbidrag;2014;0
Kans, Mirka;775736;Konferensbidrag;2014;0
Kans, Mirka;852178;Konferensbidrag;2015;0
Kans, Mirka;852180;Konferensbidrag;2015;0
Karlsson, Ann-Christin;565129;Artikel i tidskrift;2012;1
Karlsson, Ann-Christin;575562;Artikel i tidskrift;2012;1
Karlsson, Ann-Christin;666336;Artikel i tidskrift;2013;1
Karlsson, Ann-Christin;666611;Artikel i tidskrift;2013;0
Karlsson, Björn C. G.;355823;Kapitel i bok, del av antologi;2013;1
Karlsson, Björn C. G.;410700;Artikel i tidskrift;2011;1
Karlsson, Björn C. G.;468582;Artikel i tidskrift;2011;1
Karlsson, Björn C. G.;468589;Artikel, forskningsöversikt;2011;1
Karlsson, Björn C. G.;476452;Artikel i tidskrift;2012;1
Karlsson, Björn C. G.;477340;Artikel i tidskrift;2011;1
Karlsson, Björn C. G.;584765;Artikel i tidskrift;2012;1
Karlsson, Björn C. G.;584772;Artikel i tidskrift;2013;1
Karlsson, Björn C. G.;610618;Artikel i tidskrift;2013;2
Karlsson, Björn C. G.;610631;Artikel i tidskrift;2013;2
Karlsson, Björn C. G.;676787;Artikel i tidskrift;2013;2
Karlsson, Björn C. G.;676788;Artikel i tidskrift;2013;2
Karlsson, Björn C. G.;691865;Kapitel i bok, del av antologi;2013;0
Karlsson, Björn C. G.;691868;Artikel i tidskrift;2014;1
Karlsson, Björn C. G.;745466;Artikel i tidskrift;2014;1
Karlsson, Björn C. G.;781075;Artikel i tidskrift;2014;1
Karlsson, Björn C. G.;782306;Artikel i tidskrift;2014;1
Karlsson, Björn C. G.;805616;Kapitel i bok, del av antologi;2015;1
Karlsson, Björn C. G.;805618;Artikel i tidskrift;2015;1
Karlsson, Björn C. G.;895440;Artikel i tidskrift;2015;1
Karlsson, Chatarina;664862;Artikel i tidskrift;2013;1
Karlsson, Chatarina;847938;Artikel i tidskrift;2015;1
Karlsson, Hanna;436365;Artikel i tidskrift;2011;1
Karlsson, Joel;530851;Artikel i tidskrift;2014;1
Karlsson, Joel;974085;Artikel i tidskrift;2014;1
Karlsson, Magnus;439202;Artikel i tidskrift;2011;2
Karlsson, Magnus;510389;Artikel i tidskrift;2012;2
Karlsson, Mathias;705853;Konferensbidrag;2013;0
Karlsson, Mathias;705855;Konferensbidrag;2014;0
Karlsson, Mathias;705869;Artikel i tidskrift;2013;0
Karlsson, Mathias;705871;Bok;2013;2
Karlsson, Mathias;846742;Konferensbidrag;2015;0
Karlsson, Mathias;846747;Konferensbidrag;2015;0
Karlsson, Mikael;790977;Kapitel i bok, del av antologi;2015;2
Karlsson, Peter;574412;Artikel i tidskrift;2012;1
Karlsson, Pär;910660;Artikel i tidskrift;2015;1
Karlsson, Stefan;507953;Artikel i tidskrift;2012;1
Karlsson, Stefan;523749;Artikel i tidskrift;2013;1
Karlsson, Stefan;523750;Artikel i tidskrift;2013;1
Karlsson, Tom S.;800008;Konferensbidrag;2015;0
Karlsudd, Peter;435162;Konferensbidrag;2011;0
Karlsudd, Peter;445393;Kapitel i bok, del av antologi;2011;1
Karlsudd, Peter;508868;Kapitel i bok, del av antologi;2012;0
Karlsudd, Peter;511959;Kapitel i bok, del av antologi;2012;1
Karlsudd, Peter;513199;Artikel i tidskrift;2012;1
Karlsudd, Peter;563058;Kapitel i bok, del av antologi;2012;1
Karlsudd, Peter;567901;Artikel i tidskrift;2012;1
Karlsudd, Peter;567907;Artikel i tidskrift;2012;1
Karlsudd, Peter;628976;Kapitel i bok, del av antologi;2013;0
Karlsudd, Peter;728610;Artikel i tidskrift;2014;1
Karlsudd, Peter;738647;Artikel i tidskrift;2014;1
Karlsudd, Peter;738692;Artikel i tidskrift;2014;1
Karlsudd, Peter;774573;Artikel i tidskrift;2014;1
Karlsudd, Peter;807586;Artikel i tidskrift;2015;1
Karlsudd, Peter;894314;Artikel i tidskrift;2015;1
Karlsudd, Peter;894472;Artikel i tidskrift;2015;1
Karpestam, Einat;439202;Artikel i tidskrift;2011;2
Karpestam, Einat;459683;Artikel i tidskrift;2012;1
Karpestam, Einat;459684;Artikel i tidskrift;2012;1
Karpestam, Einat;459685;Artikel i tidskrift;2011;1
Karpestam, Einat;545498;Artikel i tidskrift;2012;1
Karpestam, Einat;545534;Artikel i tidskrift;2013;1
Karpestam, Einat;607299;Artikel i tidskrift;2012;2
Karpestam, Einat;627963;Artikel i tidskrift;2013;1
Karpestam, Einat;700096;Artikel i tidskrift;2014;1
Karpestam, Einat;700101;Artikel i tidskrift;2014;1
Kathiravan, Subban;769906;Artikel i tidskrift;2014;1
Kathiravan, Subban;782287;Artikel i tidskrift;2014;1
Kathiravan, Subban;801913;Artikel i tidskrift;2015;1
Kathiravan, Subban;805614;Artikel i tidskrift;2015;2
Kerren, Andreas;342956;Konferensbidrag;2011;1
Kerren, Andreas;346567;Kapitel i bok, del av antologi;2011;1
Kerren, Andreas;413354;Kapitel i bok, del av antologi;2011;1
Kerren, Andreas;437169;Konferensbidrag;2011;1
Kerren, Andreas;437185;Artikel i tidskrift;2012;1
Kerren, Andreas;441889;Konferensbidrag;2012;1
Kerren, Andreas;452592;Konferensbidrag;2011;1
Kerren, Andreas;455497;Konferensbidrag;2011;1
Kerren, Andreas;464534;Konferensbidrag;2012;1
Kerren, Andreas;477029;Artikel i tidskrift;2012;1
Kerren, Andreas;480633;Kapitel i bok, del av antologi;2012;1
Kerren, Andreas;523533;Konferensbidrag;2012;0
Kerren, Andreas;542523;Kapitel i bok, del av antologi;2013;1
Kerren, Andreas;542526;Konferensbidrag;2012;1
Kerren, Andreas;542530;Artikel i tidskrift;2012;1
Kerren, Andreas;559307;Artikel i tidskrift;2013;1
Kerren, Andreas;559309;Konferensbidrag;2013;1
Kerren, Andreas;571509;Konferensbidrag;2013;1
Kerren, Andreas;571510;Konferensbidrag;2012;1
Kerren, Andreas;578080;Artikel i tidskrift;2013;2
Kerren, Andreas;614602;Kapitel i bok, del av antologi;2014;1
Kerren, Andreas;618551;Konferensbidrag;2013;1
Kerren, Andreas;619561;Konferensbidrag;2013;1
Kerren, Andreas;619562;Konferensbidrag;2013;1
Kerren, Andreas;639422;Kapitel i bok, del av antologi;2014;1
Kerren, Andreas;663589;Konferensbidrag;2014;1
Kerren, Andreas;711270;Kapitel i bok, del av antologi;2014;1
Kerren, Andreas;717948;Konferensbidrag;2014;1
Kerren, Andreas;732971;Konferensbidrag;2014;0
Kerren, Andreas;733406;Konferensbidrag;2014;1
Kerren, Andreas;736254;Artikel i tidskrift;2014;2
Kerren, Andreas;761370;Konferensbidrag;2014;1
Kerren, Andreas;770059;Konferensbidrag;2015;1
Kerren, Andreas;782367;Konferensbidrag;2015;1
Kerren, Andreas;800283;Konferensbidrag;2015;1
Kerren, Andreas;814158;Artikel i tidskrift;2015;1
Kerren, Andreas;843881;Kapitel i bok, del av antologi;2015;1
Kerren, Andreas;844970;Konferensbidrag;2015;1
Kerren, Andreas;844975;Konferensbidrag;2015;1
Khakpour, Narges;803856;Konferensbidrag;2014;0
Khakpour, Narges;912847;Konferensbidrag;2015;1
Khoshaba, Samir;727699;Konferensbidrag;2014;0
Khrennikov, Andrei;343619;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472460;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472472;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472474;Artikel i tidskrift;2011;0
Khrennikov, Andrei;472475;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472477;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472478;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472481;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472573;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472850;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472854;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;472858;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472890;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;472967;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;472971;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;472975;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472976;Artikel i tidskrift;2011;1
Khrennikov, Andrei;472979;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;472980;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;472984;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;472986;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473651;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473652;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473655;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473657;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473664;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473665;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473722;Artikel i tidskrift;2011;1
Khrennikov, Andrei;473723;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;473724;Kapitel i bok, del av antologi;2011;1
Khrennikov, Andrei;529307;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529308;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529317;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529318;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529319;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529320;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529321;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529322;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529323;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529324;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529325;Artikel i tidskrift;2012;1
Khrennikov, Andrei;529329;Artikel i tidskrift;2012;1
Khrennikov, Andrei;535352;Artikel i tidskrift;2012;1
Khrennikov, Andrei;557062;Artikel i tidskrift;2014;1
Khrennikov, Andrei;565206;Artikel i tidskrift;2012;1
Khrennikov, Andrei;576106;Artikel i tidskrift;2012;1
Khrennikov, Andrei;582741;Artikel i tidskrift;2012;1
Khrennikov, Andrei;584625;Artikel i tidskrift;2012;1
Khrennikov, Andrei;589439;Artikel i tidskrift;2012;2
Khrennikov, Andrei;589442;Artikel i tidskrift;2013;2
Khrennikov, Andrei;607632;Artikel i tidskrift;2012;1
Khrennikov, Andrei;615458;Artikel i tidskrift;2012;1
Khrennikov, Andrei;615686;Artikel i tidskrift;2013;1
Khrennikov, Andrei;627180;Konferensbidrag;2012;1
Khrennikov, Andrei;627188;Konferensbidrag;2012;1
Khrennikov, Andrei;627192;Konferensbidrag;2012;1
Khrennikov, Andrei;640853;Artikel i tidskrift;2013;1
Khrennikov, Andrei;640859;Artikel i tidskrift;2013;1
Khrennikov, Andrei;640953;Artikel i tidskrift;2012;1
Khrennikov, Andrei;640954;Konferensbidrag;2012;1
Khrennikov, Andrei;641102;Artikel i tidskrift;2013;1
Khrennikov, Andrei;641111;Artikel i tidskrift;2013;1
Khrennikov, Andrei;641114;Artikel i tidskrift;2012;1
Khrennikov, Andrei;641116;Artikel i tidskrift;2012;1
Khrennikov, Andrei;641120;Artikel i tidskrift;2012;1
Khrennikov, Andrei;641124;Artikel i tidskrift;2012;1
Khrennikov, Andrei;641174;Artikel i tidskrift;2012;1
Khrennikov, Andrei;641175;Artikel i tidskrift;2012;1
Khrennikov, Andrei;641178;Artikel i tidskrift;2012;1
Khrennikov, Andrei;641183;Bok;2013;2
Khrennikov, Andrei;642205;Konferensbidrag;2011;1
Khrennikov, Andrei;642206;Artikel i tidskrift;2013;1
Khrennikov, Andrei;662487;Artikel i tidskrift;2013;1
Khrennikov, Andrei;666320;Artikel i tidskrift;2014;2
Khrennikov, Andrei;685355;Artikel i tidskrift;2014;1
Khrennikov, Andrei;685358;Artikel i tidskrift;2013;2
Khrennikov, Andrei;693897;Artikel i tidskrift;2013;2
Khrennikov, Andrei;708237;Artikel i tidskrift;2014;1
Khrennikov, Andrei;710712;Artikel i tidskrift;2014;1
Khrennikov, Andrei;710716;Artikel i tidskrift;2014;1
Khrennikov, Andrei;710717;Artikel i tidskrift;2013;1
Khrennikov, Andrei;710719;Konferensbidrag;2013;1
Khrennikov, Andrei;710720;Konferensbidrag;2013;1
Khrennikov, Andrei;710721;Artikel i tidskrift;2013;1
Khrennikov, Andrei;710729;Konferensbidrag;2013;1
Khrennikov, Andrei;715395;Artikel i tidskrift;2014;1
Khrennikov, Andrei;720820;Konferensbidrag;2014;1
Khrennikov, Andrei;720824;Konferensbidrag;2014;1
Khrennikov, Andrei;720826;Konferensbidrag;2014;1
Khrennikov, Andrei;734445;Artikel i tidskrift;2014;1
Khrennikov, Andrei;734488;Artikel i tidskrift;2013;1
Khrennikov, Andrei;745548;Artikel i tidskrift;2014;1
Khrennikov, Andrei;763007;Artikel i tidskrift;2014;1
Khrennikov, Andrei;769911;Artikel i tidskrift;2014;1
Khrennikov, Andrei;781080;Artikel i tidskrift;2014;1
Khrennikov, Andrei;782661;Artikel i tidskrift;2014;1
Khrennikov, Andrei;798312;Artikel i tidskrift;2014;1
Khrennikov, Andrei;798335;Artikel i tidskrift;2014;1
Khrennikov, Andrei;798338;Artikel i tidskrift;2014;1
Khrennikov, Andrei;798359;Artikel i tidskrift;2014;1
Khrennikov, Andrei;798362;Artikel i tidskrift;2014;1
Khrennikov, Andrei;799957;Artikel i tidskrift;2015;1
Khrennikov, Andrei;799965;Konferensbidrag;2015;1
Khrennikov, Andrei;802511;Konferensbidrag;2015;1
Khrennikov, Andrei;802513;Bok;2014;1
Khrennikov, Andrei;802514;Artikel i tidskrift;2014;1
Khrennikov, Andrei;802518;Konferensbidrag;2014;1
Khrennikov, Andrei;802525;Artikel i tidskrift;2014;1
Khrennikov, Andrei;805886;Artikel i tidskrift;2012;1
Khrennikov, Andrei;847403;Konferensbidrag;2015;1
Khrennikov, Andrei;847414;Artikel i tidskrift;2015;1
Khrennikov, Andrei;851431;Artikel i tidskrift;2015;1
Khrennikov, Andrei;851435;Artikel i tidskrift;2015;1
Khrennikov, Andrei;853462;Artikel i tidskrift;2015;2
Khrennikov, Andrei;853469;Artikel i tidskrift;2015;1
Khrennikov, Andrei;856080;Artikel i tidskrift;2015;1
Khrennikov, Andrei;865050;Artikel i tidskrift;2015;1
Khrennikov, Andrei;865061;Artikel i tidskrift;2015;1
Khrennikov, Andrei;865068;Artikel i tidskrift;2015;1
Khrennikov, Andrei;865070;Artikel i tidskrift;2015;1
Khrennikov, Andrei;865077;Artikel i tidskrift;2015;1
Khrennikov, Andrei;871555;Artikel, forskningsöversikt;2015;1
Khrennikov, Andrei;876725;Artikel i tidskrift;2015;1
Khrennikov, Andrei;895981;Konferensbidrag;2014;0
Khrennikov, Andrei;916038;Artikel i tidskrift;2015;1
Khrennikov, Andrei;916039;Artikel i tidskrift;2015;1
Khrennikov, Andrei;916041;Bok;2015;1
Khrennikov, Andrei;916042;Artikel i tidskrift;2015;1
Kifetew, Girma;388507;Artikel i tidskrift;2011;1
Kifetew, Girma;515107;Konferensbidrag;2012;0
Kifetew, Girma;543181;Konferensbidrag;2011;0
Kifetew, Girma;795752;Artikel i tidskrift;2015;1
Kirchner, Jens;474176;Kapitel i bok, del av antologi;2011;1
Kirchner, Jens;805589;Konferensbidrag;2015;1
Kirchner, Jens;895997;Konferensbidrag;2015;1
Kirchner, Jens;912031;Artikel i tidskrift;2015;1
Kirchner, Jens;912033;Konferensbidrag;2015;1
Kirsch, Nicole;476466;Artikel i tidskrift;2011;1
Kirsch, Nicole;721589;Artikel, forskningsöversikt;2014;1
Kjellgren, Cecilia;633183;Artikel i tidskrift;2013;1
Kjellgren, Cecilia;700202;Artikel i tidskrift;2015;1
Kjellgren, Cecilia;909284;Kapitel i bok, del av antologi;2015;1
Kjellgren, Cecilia;924948;Artikel i tidskrift;2015;1
Knust, Martin;641469;Bok;2013;1
Knust, Martin;641471;Kapitel i bok, del av antologi;2013;0
Knust, Martin;641472;Kapitel i bok, del av antologi;2013;0
Knust, Martin;641480;Kapitel i bok, del av antologi;2013;0
Knust, Martin;644651;Artikel i tidskrift;2013;0
Knust, Martin;709026;Artikel i tidskrift;2013;0
Knust, Martin;791456;Kapitel i bok, del av antologi;2014;2
Knust, Martin;874656;Kapitel i bok, del av antologi;2015;0
Knust, Martin;874670;Artikel i tidskrift;2015;2
Knutsson, Jonas;678329;Kapitel i bok, del av antologi;2012;0
Kobiaka, Dawid;642312;Kapitel i bok, del av antologi;2013;2
Kobiaka, Dawid;659805;Artikel i tidskrift;2013;0
Kobiaka, Dawid;693531;Artikel i tidskrift;2011;0
Kobiaka, Dawid;693541;Artikel i tidskrift;2011;0
Kobiaka, Dawid;693559;Kapitel i bok, del av antologi;2012;0
Kobiaka, Dawid;698019;Artikel i tidskrift;2013;1
Koblanck, Henriette;587516;Kapitel i bok, del av antologi;2011;1
Koblanck, Henriette;588123;Kapitel i bok, del av antologi;2012;1
Koblanck, Maria;515753;Kapitel i bok, del av antologi;2013;2
Koblanck, Maria;515756;Konferensbidrag;2012;0
Koch-Schmidt, Per;529439;Artikel i tidskrift;2012;1
Koch-Schmidt, Per;530903;Artikel i tidskrift;2012;1
Koch-Schmidt, Per;577139;Artikel i tidskrift;2012;2
Koch-Schmidt, Per;811486;Artikel, forskningsöversikt;2015;1
Koch-Schmidt, Per;811726;Artikel, forskningsöversikt;2015;1
Koch-Schmidt, Per;811730;Artikel i tidskrift;2015;2
Kohen-Vacs, Dan;471776;Konferensbidrag;2011;0
Kohen-Vacs, Dan;578426;Konferensbidrag;2012;1
Kohen-Vacs, Dan;582655;Artikel i tidskrift;2012;0
Kohen-Vacs, Dan;582656;Kapitel i bok, del av antologi;2012;1
Kohen-Vacs, Dan;582657;Konferensbidrag;2012;1
Kohen-Vacs, Dan;754945;Kapitel i bok, del av antologi;2015;1
Kohen-Vacs, Dan;754978;Konferensbidrag;2014;1
Kohen-Vacs, Dan;755006;Konferensbidrag;2013;0
Kokfelt, U.;709651;Artikel i tidskrift;2014;1
Kostera, Monika;453024;Artikel i tidskrift;2011;1
Kostera, Monika;453028;Artikel i tidskrift;2011;1
Kostera, Monika;453032;Artikel i tidskrift;2011;1
Kostera, Monika;453037;Kapitel i bok, del av antologi;2011;0
Kostera, Monika;453038;Kapitel i bok, del av antologi;2011;0
Kostera, Monika;453039;Kapitel i bok, del av antologi;2011;0
Kostera, Monika;453040;Kapitel i bok, del av antologi;2011;0
Kostera, Monika;453041;Kapitel i bok, del av antologi;2011;0
Kostera, Monika;579430;Artikel i tidskrift;2012;1
Kostera, Monika;579439;Artikel i tidskrift;2012;1
Kostera, Monika;579441;Artikel i tidskrift;2012;2
Kostera, Monika;579444;Bok;2012;2
Kostera, Monika;579456;Bok;2012;1
Kostera, Monika;579462;Kapitel i bok, del av antologi;2012;0
Kostera, Monika;579465;Kapitel i bok, del av antologi;2012;1
Kostera, Monika;579467;Kapitel i bok, del av antologi;2012;1
Kostera, Monika;579468;Kapitel i bok, del av antologi;2012;1
Kostera, Monika;579532;Kapitel i bok, del av antologi;2012;1
Kostera, Monika;579535;Kapitel i bok, del av antologi;2012;0
Kostera, Monika;579538;Konferensbidrag;2012;0
Kostera, Monika;668468;Artikel i tidskrift;2013;1
Kostera, Monika;668473;Kapitel i bok, del av antologi;2013;0
Kostera, Monika;668474;Kapitel i bok, del av antologi;2013;0
Kostera, Monika;668475;Kapitel i bok, del av antologi;2013;1
Kostera, Monika;668476;Kapitel i bok, del av antologi;2013;0
Kostera, Monika;668477;Kapitel i bok, del av antologi;2013;0
Kostera, Monika;668478;Kapitel i bok, del av antologi;2013;0
Kostera, Monika;750655;Kapitel i bok, del av antologi;2014;2
Kostera, Monika;773076;Kapitel i bok, del av antologi;2014;0
Kostera, Monika;773077;Kapitel i bok, del av antologi;2014;0
Kostera, Monika;773087;Konferensbidrag;2014;0
Kostera, Monika;889567;Bok;2015;2
Kostera, Monika;889575;Kapitel i bok, del av antologi;2015;0
Kostera, Monika;889576;Kapitel i bok, del av antologi;2015;0
Krantz, Joakim;440206;Konferensbidrag;2011;0
Krantz, Joakim;805293;Konferensbidrag;2014;0
Krantz, Sofie;621122;Artikel i tidskrift;2012;0
Kraus, Anja;663653;Artikel i tidskrift;2013;1
Kraus, Anja;663671;Kapitel i bok, del av antologi;2013;1
Kraus, Anja;713350;Kapitel i bok, del av antologi;2013;2
Kraus, Anja;745524;Kapitel i bok, del av antologi;2014;2
Kraus, Anja;810882;Bok;2015;2
Kraus, Anja;810888;Bok;2015;2
Kraus, Anja;819786;Kapitel i bok, del av antologi;2014;2
Kraus, Anja;882637;Kapitel i bok, del av antologi;2015;2
Kraus, Anja;882648;Bok;2015;2
Kraus, Anja;956879;Kapitel i bok, del av antologi;2014;2
Kristiansson, Håkan;448784;Konferensbidrag;2011;0
Kronkvist, Ola;750534;Kapitel i bok, del av antologi;2014;1
Kronkvist, Ola;758776;Konferensbidrag;2011;0
Kronkvist, Ola;758779;Kapitel i bok, del av antologi;2011;1
Kronkvist, Ola;824246;Kapitel i bok, del av antologi;2015;0
Kucher, Kostiantyn;623887;Konferensbidrag;2013;0
Kucher, Kostiantyn;782367;Konferensbidrag;2015;1
Kumar, Eva;667482;Artikel i tidskrift;2014;1
Kumar, Eva;698559;Artikel, forskningsöversikt;2014;1
Kumar, S.;951964;Konferensbidrag;2015;1
Kumar, Saroj;574434;Artikel i tidskrift;2012;1
Kumar, Saroj;637252;Artikel i tidskrift;2013;2
Kumar, Saroj;642575;Artikel i tidskrift;2013;1
Kurti, Arianit;452592;Konferensbidrag;2011;1
Kurti, Arianit;471776;Konferensbidrag;2011;0
Kurti, Arianit;471786;Kapitel i bok, del av antologi;2011;2
Kurti, Arianit;530192;Kapitel i bok, del av antologi;2012;1
Kurti, Arianit;551147;Kapitel i bok, del av antologi;2012;1
Kurti, Arianit;578426;Konferensbidrag;2012;1
Kurti, Arianit;582657;Konferensbidrag;2012;1
Kurti, Arianit;638896;Kapitel i bok, del av antologi;2013;1
Kurti, Arianit;718375;Artikel i tidskrift;2014;1
Kurti, Arianit;720600;Konferensbidrag;2014;1
Kurti, Arianit;720607;Konferensbidrag;2014;1
Kurti, Arianit;751099;Konferensbidrag;2014;1
Kurti, Arianit;903071;Konferensbidrag;2015;0
Kurti, Arianit;903072;Konferensbidrag;2015;1
Kurti, Arianit;912026;Konferensbidrag;2015;1
Kurti, Erdelina;788243;Konferensbidrag;2014;1
Kurti, Erdelina;853378;Konferensbidrag;2015;1
