PID;Name;Title;PublicationType;ContentType;Journal;JournalISSN;Status;Volume;Issue;HostPublication;Year;Edition;Publisher;Series;SeriesISSN;ISBN;Urls;DOI;ISI;CreatedDate;PublicationDate;LastUpdated;FullTextLink;NumberOfAuthors;FridaLevel;PartOfThesis;PublicationSubtype;Conference
765653;"Gössling, Stefan [egost] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Western Norway Res Inst, N-6851 Sogndal, Norway);Cohen, Scott (Univ Surrey, England)";Why sustainable transport policies will fail : EU climate policy in the light of transport taboos;Artikel i tidskrift;Refereegranskat;Journal of Transport Geography;0966-6923;published;39;;;2014;;;;;;;10.1016/j.jtrangeo.2014.07.010;3,43628E+11;24/11/14;24/11/14;24/11/14;;2;1;;;
765682;Tornborg, Emma [etohum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]);Time is of the essence : temporal transformations in ekphrasis;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;On Description : International Interdisciplinary Colloquium On Description, Prague, Nov 2013;2014;;Akropolis;;;978-80-7470-058-3;;;3,43691E+11;24/11/14;24/11/14;24/11/14;;1;0;;;International Interdisciplinary Colloquium On Description,
765702;Alvunger, Daniel [ealda] [0000-0003-4243-2496] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376]) (SITE);Towards New Forms of Educational Leadership? The Implementation of First Teachers in Swedish Schools;Konferensbidrag;Övrigt vetenskapligt;;;;;;;2014;;;;;;;;;24/11/14;24/11/14;11/12/15;http://lnu.diva-portal.org/smash/get/diva2:765702/FULLTEXT01.pdf;1;0;;;Educational Leadership in Transition. The Global Perspectives. Uppsala 5-6 november 2014
765740;"Alpenberg, Jan [jaliej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355]) (Centre for Management Accounting Research);Johannisson, Bengt [bgjiej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]);Strandberg, Pär [pastaa] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358])";Social entrepreneuring - structures and processes : a practice-theory approach;Konferensbidrag;Refereegranskat;;;;;;Paper presented at the 28th RENT conference: Entrepreneurial endeavours: a profusion of research, policy and practitioner practices, Luxembourg, November 19-21, 2014;2014;;EIASM - European Institute for Advanced Studies in Management;;;;;;;01/11/14;24/11/14;09/02/16;;3;0;;;RENT XXVIII: Entrepreneurial endeavours: a profusion of research, policy and practitioner practices, Luxembourg, November 19-21, 2014
765779;"Larsson, Margaretha [mlaivosa] [0000-0001-7368-953X] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]) (University of Skövde);Johansson Sundler, Annelie (University of Skövde ; Mälardalen University);Ekebergh, Margaretha [mekivosa] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]);Björk, Maria (University of Skövde ; Jönköping University)";Altering the Parenting Role : Parents’ Experience of Supporting the Health and Well-Being of Their Adolescent Girls;Artikel i tidskrift;Refereegranskat;Child and Youth Care Forum;1053-1890;published;44;3;;2014;;;;;;;10.1007/s10566-014-9287-5;3,52792E+11;25/11/14;25/11/14;30/05/16;;4;1;urn:nbn:se:lnu:diva-38328;;
766370;"Tronnier, Mechtild (Lund University);Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för svenska språket (SV) [12370])";Approriate tone accent production in L2-Swedish by L1-speakers of Somali?;Konferensbidrag;Refereegranskat;;;;5;;COPAL Concordia Working Papers in Applied Linguistics : Proceedings New Sounds 2013;2014;;COPAL;;;;http://doe.concordia.ca/copal/documents/46_Tronnier_Zetterholm_Vol5.pdf;;;26/11/14;26/11/14;01/10/15;;2;0;;;New Sounds
766371;Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för svenska språket (SV) [12370]);Vowel length contrast and word stress in Somali-accented Swedish;Konferensbidrag;Refereegranskat;;;;5;;COPAL Concordia Working Papers in Applied Linguistics : Proceedings New Sounds 2013;2014;;;;;;http://doe.concordia.ca/copal/documents/49_Zetterholm_Vol5.pdf;;;26/11/14;26/11/14;23/04/15;;1;0;;;New Sounds
766372;"Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för svenska språket (SV) [12370]);Tronnier, Mechtild (Lund University)";Different stress patterns meet : Kurdish L1-speakers learn Swedish;Konferensbidrag;Refereegranskat;;;;;;Proceedings PSLLT 2013;2014;;Iowa University;;;;;;;26/11/14;26/11/14;30/05/16;;2;0;;;The 5th Annual PSLLT Conference, Pronunciation in Second Language Learning and Teaching, Pronunciation in the Language Teaching Curriculum, September 20-21, 2013
766374;Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för svenska språket (SV) [12370]);Final stops or not? : The importance of final consonants for an intelligible accent;Konferensbidrag;Refereegranskat;;;;;;Proceedings PSLLT 2013;2014;;;;;;;;;26/11/14;26/11/14;30/04/15;;1;0;;;Pronunciation in Second Language Learning and Teaching 2013 (PSLLT)
766375;"Tronnier, Me (Lund University);Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för svenska språket (SV) [12370])";Swedish word accent production by L2-speakers with different tonal L1s;Konferensbidrag;Refereegranskat;;;;;;4 th International Symposium on Tonal Aspects of Languages (TAL-2014) Nijmegen, The Netherlands May 13-16 2014;2014;;ISCA Archive;;;;http://www.isca-speech.org/archive/tal_2014/papers/tl14_059.pdf;;;26/11/14;26/11/14;30/05/16;;2;0;;;The 4th International Symposium on Tonal Aspects of Languages, Nijmegen, The Netherlands May 13-16, 2014
766377;"Tronnier, Mechtild (Lund University);Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för svenska språket (SV) [12370])";Observed pronunciation features in Swedish L2 produced by two L1-speakers of Vietnamese;Konferensbidrag;Övrigt vetenskapligt;;;;;;Proceedings from FONETIK 2014 Stockholm, June 9-11, 2014 : PERILUS XXIV, June 2014;2014;;Stockholm Univeristy;;;;http://www.ling.su.se/polopoly_fs/1.179011.1401975453!/menu/standard/file/Tronnier%2C%20Zetterholm%20Observed%20pronounciation%20features%20in%20Swedish%20L2%20produced%20by%20two%20L1%20speakers%20of%20Vietnamese.pdf;;;26/11/14;26/11/14;30/05/16;;2;0;;;XXVII Swedish Phonetics Conference, FONETIK 2014, was held at Stockholm University, June 9–11, 2014
766378;Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för svenska språket (SV) [12370]);The confusing final stops in L2 acquisition;Konferensbidrag;Övrigt vetenskapligt;;;;;;Proceedings from FONETIK 2014 Stockholm, June 9-11, 2014 : PERILUS XXIV, June 2014;2014;;Stockholm University;;;;http://www.ling.su.se/polopoly_fs/1.179012.1401975351!/menu/standard/file/Zetterholm%20The%20confucing%20final%20stops%20in%20L2%20acquisition.pdf;;;26/11/14;26/11/14;30/04/15;;1;0;;;XXVII Swedish Phonetics Conference, FONETIK 2014, was held at Stockholm University, June 9–11, 2014
766450;"Trondman, Mats [mtrsvi] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centrum för kultursociologi);Lund, Anna [alucul] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centrum för kultursociologi)";Vad i helsike är kultur? : En introduktion till <em>Den nya kultursociologin</em>;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Den nya kultursociologin : kultur som perspektiv och forskningsobjekt;2014;;Studentlitteratur;;;9,78914E+12;;;;27/11/14;27/11/14;27/11/14;;2;1;;;
766490;Papageorgiou, Vasilis [vpahum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]);Athens in Derrida;Artikel i tidskrift;Övrigt vetenskapligt;Oxford literary review;0305-1498;published;36;2;;2014;;Edinburgh University Press;;;;;10.3366/olr.2014.0134;3,47227E+11;27/11/14;27/11/14;10/02/15;;1;1;;;
766610;Trondman, Mats [mtrsvi] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Center för kultursociologi);Hamlets fråga : om hur vi kan söka svar på frågan om vad barn är;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Om förskolan och de yngre barnen : historiska och nutida nedslag;2014;1;Studentlitteratur;;;9,78914E+12;;;;27/11/14;27/11/14;22/01/15;;1;1;;;
766612;"Trondman, Mats [mtrsvi] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centrum för kultursociologi);Taha, Rehan (Malmö högskola);Bouakaz, Laid (Malmö högskola)";Deras, vårt och jag : om den kulturella tillhörighetens, hälsans och skolframgångens meningslandskap i det mångkulturella samhället;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Segregation, utbildning och ovanliga lärprocesser;2014;1;Liber;;;9,78915E+12;;;;27/11/14;27/11/14;26/01/15;;3;1;;;
766614;Trondman, Mats [mtrsvi] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centrum för kultursociologi);Cecilias dilemma : att vara eller inte vara invandraren;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Utbildning, arbete, medborgarskap : strategier för social inkludering i den mångetniska staden;2014;2;Boréa Bokförlag;;;;;;;27/11/14;27/11/14;06/05/15;;1;1;;;
766936;"Shidende, Nima (Department of Informatics, University of Oslo, Norway);Mörtberg, Christina [chmoaa] [0000-0003-4160-4348] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381])";Re-visiting design-after-design : reflecting implementation mediators connectedness in distributed participatory design activities;Konferensbidrag;Refereegranskat;;;;;;PDC '14 Proceedings of the 13th Participatory Design Conference: Research Papers - Volume : research papers : Reflecting Connectedness;2014;;ACM Press;;;978-1-4503-3214-9;;10.1145/2661435.2661437;;15/10/14;28/11/14;23/04/15;;2;1;;;Participatory Design Conference
767083;Lund, Martin [maluad] (Lunds universitet);American Golem : Reading America through Super-New Dealers and the “Melting Pot”;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Comic Books and American Cultural History : an anthology;2012;;Continuum;;;9,78144E+12;;;;29/11/14;29/11/14;15/12/14;;1;2;;;
767085;"Ahmed, Maaheen;Lund, Martin [maluad] (Lunds universitet)";Apocalypse Why? The Neutralisation of the Antichrist in Three Comics Adaptations;Artikel i tidskrift;Refereegranskat;Scan: Journal of Media Arts Culture;1449-1818;published;9;1;;2012;;;;;;http://scan.net.au/scan/journal/display.php?journal_id=168;;;29/11/14;29/11/14;15/12/14;;2;1;;;
767088;Lund, Martin [maluad] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Gotham Center for New York City History, USA);The Mutant Problem : X-Men, Confirmation Bias, and the Methodology of Comics and Identity;Artikel i tidskrift;Refereegranskat;European Journal of American Studies;1991-9336;published;10;2;;2015;;European Association for American Studies;;;;;10.4000/ejas.10890;;29/11/14;29/11/14;28/09/15;;1;1;;;
767101;"Emilson, Anette [reman] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376]);Pramling Samuelsson, Ingrid (Göteborgs universitet)";Documentation and communication in Swedish Preschools;Artikel i tidskrift;Refereegranskat;Early years;0957-5146;published;34;2;;2014;;;;;;;10.1080/09575146.2014.880664;;30/11/14;30/11/14;17/04/15;;2;1;;;
767104;"Einarsdottir, Johanna (University of Island, Island);Purola, Anna-Maija (University of Oulo, Finland);Johansson, Eva Marianne (University of Stavanger, Norwy);Broström, Stig (University of Aahus, Denmark);Emilson, Anette [reman] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376]) (Johanna Einarsdottir, Anna-maija Puroila, Stig Broström, Eva Johansson, Anette Emilson)";Democracy, caring and competence : values perspectives in ECEC curricula in the Nordic countries;Artikel i tidskrift;Refereegranskat;International Journal of Early Years Education;0966-9760;published;23;1;;2015;;;;;;;10.1080/09669760.2014.970521;;30/11/14;30/11/14;17/04/15;;5;1;;;
767105;"Emilson, Anette [reman] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]);Johansson, Eva (University of Stavanger)";Kommunikation af værdier til born;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;<em>Forskning i pædagogisk praksis</em>;2012;;Akademisk Forlag;;;9,78875E+12;;;;30/11/14;30/11/14;22/05/15;;2;1;;;
767106;Emilson, Anette [reman] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376]);Demokrati och inflytande i förskolan;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Värdepedagogik : Etik och pedagogik i förskola och skola;2014;;Liber;;;978-91-47-11414-6;;;;30/11/14;30/11/14;06/05/15;;1;1;;;
767115;"Emilson, Anette [reman] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]);Pramling Samuelsson, Ingrid (Göteborgs universitet, Sweden)";Looking for the competent child;Konferensbidrag;Refereegranskat;;;;;;;2012;;;;;;http://www.eecera.org/documents/pdf/conferences/abstract-books/oporto-2012.pdf;;;30/11/14;30/11/14;22/05/15;;2;0;;;22nd EECERA  Conference, 29 Aug-1 Sept 2012, Oporto, Portugal
767392;"Strandh, Tomas (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]) (Doctoral student);Törnqvist, Erna (Lund University);Rask, Mikael [mraivosa] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]);Roxberg, Åsa [aroivosa] [0000-0003-0017-5188] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360])";The experience of patients with neoplasm metastasis in the spine during a magnetic resonance imaging examination;Artikel i tidskrift;Refereegranskat;Journal of Radiology Nursing;1546-0843;published;33;4;;2014;;;;;;;10.1016/j.jradnu.2014.09.001;;01/12/14;01/12/14;30/05/16;;4;0;;;
767422;"Ellingsen, Sidsel (Haraldsplass Deaconess University College, Norway ; University of Bergen, Norway);Roxberg, Åsa [aroivosa] [0000-0003-0017-5188] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för hälso- och vårdvetenskap (HV) [12360]) (Haraldsplass Deaconess University College, Norway) (University College of Harladsplass, Bergen, Norway);Kristoffersen, Kjell (Agder University, Norway);Rosland, Jan-Henrik (Haraldsplass Deaconess Hospital, Norway ; University of Bergen, Norway);Alvsvåg, Herdis (Haraldsplass Deaconess University College, Norway)";The Pendulum Time of Life. The experience of time, when living with severe incurable disease a phenomenological and philosophical study;Artikel i tidskrift;Refereegranskat;Medicine, Health care and Philosophy;1386-7423;published;18;2;;2015;;;;;;;10.1007/s11019-014-9590-9;3,52222E+11;01/12/14;01/12/14;04/03/16;;5;1;;;
767782;Forsgren, Peter [pfohum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]) (Concurrances);Kvinnan bortom allfarsvägen : Sonja Åkessons replik till Ragnar Thousie;Artikel i tidskrift;Refereegranskat;Samlaren: tidskrift för svensk litteraturvetenskaplig forskning;0348-6133;published;134;;;2013;;Svenska Litteratursällskapet;;;;;;;02/12/14;02/12/14;13/02/15;;1;1;;;
768250;Persson, Fabian [ypefa] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);The broken mirror : gender differences in the system of royal apartments;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Le prince, la princesse et leurs logis : manières d'habiter dans l'élite aristocratique européenne (1400-1700): actes des septiemes rencontres d'architecture europeenne Paris 27-30 juin 2011;2014;1;Picard;;;9,78271E+12;;;;03/12/14;03/12/14;15/01/15;;1;0;;;
768261;Persson, Fabian [ypefa] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);Navigating in a changing political landscape : the Königsmarcks at the dawn of Swedish absolutism;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Maria Aurora von Königsmarck : ein adeliges Frauenleben im Europa der Barockzeit;2014;1;Böhlau;;;"3412223867;978-3-412-22386-1";;;;03/12/14;03/12/14;13/02/15;;1;1;;;
768290;"Pemunta, Ngambouk Vitalis [vipeaa] [0000-0002-4505-1683] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centre for Concurrences in Colonial and Postcolonial Studies);Rene Nkongho, Eno-Akpa (Central European University, Budapest, Hungary) (Social Policy)";The Fragility of the Liberal Peace Export to South Sudan: Formal Education Access As the Basis of a Liberal Peace Project : Formal Education Access As the Basis of a Liberal Peace Project;Artikel i tidskrift;Refereegranskat;Journal of Human Security;1835-3800;published;10;1;;2014;;;;;;http://www.librelloph.com/journalofhumansecurity/article/view/johs-10.1.59;10.12924/johs2014.10010059;;03/12/14;03/12/14;29/01/15;http://lnu.diva-portal.org/smash/get/diva2:768290/FULLTEXT01.pdf;2;1;;;
768339;"Mohlin, Camilla [emoca] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för medicin och optometri (MEO) [12362]);Taylor, Linnea (Univ Lund Hosp);Ghosh, Fredrik (Univ Lund Hosp);Johansson, Kjell [ejokj] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för medicin och optometri (MEO) [12362]) (Örebro universitet)";Autophagy and ER-stress contribute to photoreceptor degeneration in cultured adult porcine retina;Artikel i tidskrift;Refereegranskat;Brain Research;0006-8993;published;1585;;;2014;;;;;;;10.1016/j.brainres.2014.08.055;3,4384E+11;03/12/14;03/12/14;03/12/14;;4;1;;;
768351;"Farnelid, Hanna [efaha] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Harder, Jens (Max Planck Inst Marine Microbiol, Dept Microbiol, Bremen, Germany);Bentzon-Tilia, Mikkel (Univ Copenhagen, Denmark);Riemann, Lasse [nrila] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]) (Univ Copenhagen, Denmark)";Isolation of heterotrophic diazotrophic bacteria from estuarine surface waters;Artikel i tidskrift;Refereegranskat;Environmental Microbiology;1462-2912;published;16;10;;2014;;;;;;;10.1111/1462-2920.12335;3,43868E+11;03/12/14;03/12/14;03/12/14;;4;2;;;
768391;Chatzipanagiotou, Niki [nichaa] [0000-0002-5529-7767] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381]) (Athens University, Greece);Soft Systems Methodology : an Inclusive Informatics Re-Design Approach for a New Economy;Konferensbidrag;Refereegranskat;;;;;;"ISTI (Information Systems &amp; Technology Information), 5<sup>th</sup> International Conference on Information Systems &amp; Technology Innovations: projecting trends in a New Economy. Tirana, Albania 6-7 June 2014";2014;;Academy of Sciences of Albania & University for Business and Technology, Kosovo;;;;;;;03/12/14;03/12/14;18/01/16;http://lnu.diva-portal.org/smash/get/diva2:768391/FULLTEXT01.pdf;1;0;;;5th International Conference on Information Systems & Technology Innovations (ISTI) : projecting trends in a New Economy. Tirana, Albania 6-7 June 2014.ISTI (Information Systems & Technology Information)
768771;Pemunta, Ngambouk Vitalis [vipeaa] [0000-0002-4505-1683] (Central European University, Budapest) (Concurrences in Colonial and Postcolonial Studies);The governance of nature as development and the erasure of the Pygmies of Cameroon;Artikel i tidskrift;Refereegranskat;GeoJournal;0343-2521;published;78;2;;2013;;Springer;;;;;10.1007/s10708-011-9441-7;;04/12/14;04/12/14;04/02/15;http://lnu.diva-portal.org/smash/get/diva2:768771/FULLTEXT02.pdf;1;1;;;
768812;Ammert, Niklas [eamni] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centrum för ämnesdidaktisk forskning inom konst och humaniora vid Linnéuniversitetet);Den svårfångade kunskapen : elevers beskrivningar och tillämpningar av kunskap om historia;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Blickar : kulturvetenskapliga perspektiv på utbildning;2014;1;Linnaeus University Press;;;978-91-87925-34-4;;;;04/12/14;04/12/14;15/01/15;;1;0;;;
768814;"Ammert, Niklas [eamni] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);Rosén, Ulla [urohum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);Svensson, Jonas [jsnhum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366])";Inledning;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Blickar : kulturvetenskapliga perspektiv på utbildning;2014;1;Linnaeus University Press;;;978-91-87925-34-4;;;;04/12/14;04/12/14;15/01/15;;3;0;;;
769193;"Müller, Maximilian [mamuaa] [0000-0003-1486-1189] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Otero, Nuno [nuotaa] [0000-0003-2446-8727] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Alissandrakis, Aris [aralaa] [0000-0003-4162-6475] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Milrad, Marcelo [mmimsi] [0000-0002-6937-345X] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385])";Evaluating usage patterns and adoption of an interactive video installation on public displays in school contexts;Konferensbidrag;Refereegranskat;;;;;;MUM '14 Proceedings of the 13th International Conference on Mobile and Ubiquitous Multimedia;2014;;ACM Press;;;978-1-4503-3304-7;http://doi.acm.org/10.1145/2677972.2677983;10.1145/2677972.2677983;;05/12/14;05/12/14;26/05/15;;4;1;;;MUM '14 International Conference on Mobile and Ubiquitous Multimedia, Melbourne, VIC, Australia, November 25-28, 2014
769204;Holtorf, Cornelius [ehoco] [0000-0002-0557-9651] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);Time for archaeology! : a personal portfolio of fieldwork;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Med hjärta och hjärna : en vänbok till professor Elisabeth Arwill-Nordbladh;2014;1;Göteborgs universitet;"GOTARC. Series A ; 5";1403-8293;;;;;05/12/14;05/12/14;26/05/15;http://lnu.diva-portal.org/smash/get/diva2:769204/FULLTEXT01.pdf;1;0;;;
769227;Johannisson, Bengt [bgjiej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Entreprenörskap);Entrepreneurship : theory, art and/or practice?;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Handbook of research on entrepreneurship : what we know and what we need to know;2014;1;Edward Elgar Publishing;;;9,78086E+12;;10.4337/9780857936929.00009;;06/12/14;06/12/14;13/02/15;;1;2;;;
769228;Johannisson, Bengt [bgjiej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Jönköping University, Sweden) (Entreprenörskap);Entrepreneurship : the practice of cunning intelligence;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;20 years of entrepreneurship research : from small business dynamics to entrepreneurial growth and societal prosperity;2014;1;Swedish Entrepreneurship Forum;;;91-89301-56-0;http://entreprenorskapsforum.se/wp-content/uploads/2014/03/20_years_of_e-ship_web.pdf;;;06/12/14;06/12/14;08/05/15;;1;0;;;
769229;"Achtenhagen, Leona (Jönköping University, Sweden);Johannisson, Bengt [bgjiej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Entreprenörskap)";Context and ideology of entrepreneurship education in practice;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Becoming an entrepreneur;2014;1;Sense Publishers;;;9,78946E+12;;10.1007/978-94-6209-596-0_6;;06/12/14;06/12/14;08/05/15;;2;1;;;
769281;"Alatalo, Tarja (Högskolan Dalarna);Meier, Johanna;Frank, Elisabeth [rfrel] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376]) (BBK / Grundläggande läs- och skrivutveckling)";Överlämningar från förskola till förskoleklass;Artikel i tidskrift;Refereegranskat;Forskning om undervisning och lärande;2001-6131;published;;13;;2014;;;;;;http://www.forskul.se/ffiles/002C81E8/FORSKUL13.s30-52.pdf;;;07/12/14;07/12/14;17/04/15;;3;0;;;
769282;"Ringarp, Johanna (Uppsala Universitet);Hallsén, Stina (Uppsala Universitet);Nordin, Andreas [anoiped] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för pedagogik (PED) [12372]);Román, Henrik (Uppsala Universitet)";Skolans villkor som kommunal angelägenhet under 60 år;Artikel i tidskrift;Övrigt vetenskapligt;Vägval i skolans historia;2002-0147;published;;04/Mar;;2014;;;;;;http://undervisningshistoria.se/skolans-villkor-som-kommunal-angelagenhet-under-60-ar-vagval/;;;07/12/14;07/12/14;17/04/15;;4;0;;;
769345;"van der Velden, Maja ( Department of Informatics, University of Oslo, Oslo, Norway);Mörtberg, Christina [chmoaa] [0000-0003-4160-4348] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381])";Participatory Design and Design for Values;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Handbook of Ethics, Values, and Technological Design : Sources, Theory, Values and Application Domains;2015;;Springer;;;"978-94-007-6969-4;978-94-007-6970-0";;10.1007/978-94-007-6970-0_33;;08/12/14;08/12/14;01/04/16;;2;1;;;
